Sample,AgeID,N1of1,ID,A,B,C,E,F,G,H1,H2,H3,H4,H5,K1,K2,K3,L,M,N1,N2,O,P,Q,R1,R2,R3,R4,AR,LEN,WID,Morphotype_name
P122.070.1.,61.53,obj00049,P122.070.1.obj00049,1,1,2,1,1,3,2,1,1,1,1,0,0,0,2,1,1,1,1,3,2,1,2,2,2,99,0,0,"Cloudy, Triangle, 3/4 root thin blades"
P122.070.1.,61.53,obj00050,P122.070.1.obj00050,1,2,2,2,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,2,2,2,2,2,99,0,0,"Clear, curved, 1/2 root"
P122.070.1.,61.53,obj00051,P122.070.1.obj00051,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00052,P122.070.1.obj00052,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00053,P122.070.1.obj00053,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00054,P122.070.1.obj00054,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00055,P122.070.1.obj00055,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00056,P122.070.1.obj00056,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00057,P122.070.1.obj00057,1,1,2,1,2,3,2,1,3,2,5,0,0,0,1,1,1,1,1,4,4,3,3,2,3,99,0,0,"Flared blades, dome root"
P122.070.1.,61.53,obj00058,P122.070.1.obj00058,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00059,P122.070.1.obj00059,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00060,P122.070.1.obj00060,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00061,P122.070.1.obj00061,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00062,P122.070.1.obj00062,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00063,P122.070.1.obj00063,1,1,4,1,3,3,2,1,3,2,1,0,0,0,3,1,5,1,1,4,3,3,3,2,3,99,0,0,"Flared base, cusps"
P122.070.1.,61.53,obj00064,P122.070.1.obj00064,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00065,P122.070.1.obj00065,1,1,2,1,3,3,2,1,1,1,1,0,0,0,2,1,1,1,1,4,1,1,2,2,2,99,0,0,"Clear, 1/4 straight root, convex tooth"
P122.070.1.,61.53,obj00066,P122.070.1.obj00066,1,1,2,1,5,3,2,1,1,1,1,0,0,0,2,1,1,1,1,4,3,3,3,2,3,99,0,0,"Cloudy, right convex"
P122.070.1.,61.53,obj00067,P122.070.1.obj00067,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00068,P122.070.1.obj00068,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00069,P122.070.1.obj00069,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00070,P122.070.1.obj00070,1,1,2,2,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,2,2,2,2,2,99,0,0,"Clear, curved, 1/2 root"
P122.070.1.,61.53,obj00071,P122.070.1.obj00071,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00072,P122.070.1.obj00072,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00073,P122.070.1.obj00073,1,1,1,3,4,1,1,0,0,0,0,0,0,0,1,1,5,1,1,4,1,3,3,2,3,99,0,0,Large long curved cone
P122.070.1.,61.53,obj00074,P122.070.1.obj00074,1,1,2,1,3,3,2,1,1,2,1,0,0,0,1,1,5,1,1,4,3,3,3,2,3,99,0,0,"Pointy, flare, convex"
P122.070.1.,61.53,obj00075,P122.070.1.obj00075,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00076,P122.070.1.obj00076,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00077,P122.070.1.obj00077,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00078,P122.070.1.obj00078,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00079,P122.070.1.obj00079,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00080,P122.070.1.obj00080,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,4,1,1,3,2,3,99,0,0,Large long cone
P122.070.1.,61.53,obj00081,P122.070.1.obj00081,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00082,P122.070.1.obj00082,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00083,P122.070.1.obj00083,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00084,P122.070.1.obj00084,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00085,P122.070.1.obj00085,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00086,P122.070.1.obj00086,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,2,1,3,2,1,2,2,2,99,0,0,"Acrodin Tip, 1/2 length straight root"
P122.070.1.,61.53,obj00087,P122.070.1.obj00087,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,4,1,1,3,2,3,99,0,0,Large long cone
P122.070.1.,61.53,obj00088,P122.070.1.obj00088,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00089,P122.070.1.obj00089,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00090,P122.070.1.obj00090,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00091,P122.070.1.obj00091,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00092,P122.070.1.obj00092,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00093,P122.070.1.obj00093,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00094,P122.070.1.obj00094,1,1,2,1,2,3,2,1,1,1,1,0,0,0,2,1,1,1,1,4,3,3,3,2,3,99,0,0,"Cloudy, extended triangle"
P122.070.1.,61.53,obj00095,P122.070.1.obj00095,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00096,P122.070.1.obj00096,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00097,P122.070.1.obj00097,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00098,P122.070.1.obj00098,1,1,2,1,3,3,2,1,1,2,1,0,0,0,1,1,5,1,1,4,3,3,3,2,3,99,0,0,"Pointy, flare, convex"
P122.070.1.,61.53,obj00099,P122.070.1.obj00099,1,1,2,1,1,3,2,1,3,2,1,0,0,0,1,1,1,1,1,4,3,1,2,2,3,99,0,0,"Cloudy, curve bladed"
P122.070.1.,61.53,obj00100,P122.070.1.obj00100,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00101,P122.070.1.obj00101,1,1,2,1,6,3,2,1,3,2,1,0,0,0,1,1,5,1,1,4,3,1,3,2,3,99,0,0,"Pointy, flare bottom, wide"
P122.070.1.,61.53,obj00102,P122.070.1.obj00102,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00103,P122.070.1.obj00103,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00104,P122.070.1.obj00104,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00105,P122.070.1.obj00105,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00106,P122.070.1.obj00106,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00107,P122.070.1.obj00107,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00108,P122.070.1.obj00108,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00109,P122.070.1.obj00109,1,1,2,1,1,3,2,1,3,2,5,0,0,0,2,1,1,1,1,3,3,2,1,1,1,99,0,0,"Clear, flared blades, concave root"
P122.070.1.,61.53,obj00110,P122.070.1.obj00110,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00111,P122.070.1.obj00111,1,1,2,2,1,3,2,1,1,2,1,0,0,0,2,1,2,2,1,3,3,2,1,1,2,99,0,0,"Clear, Flat, Curved, 3/4 concave root"
P122.070.1.,61.53,obj00112,P122.070.1.obj00112,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00113,P122.070.1.obj00113,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00114,P122.070.1.obj00114,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00115,P122.070.1.obj00115,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,1,1,1,2,1,3,3,2,3,99,0,0,Cone Elongated (with acrodin tip)
P122.070.1.,61.53,obj00116,P122.070.1.obj00116,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00117,P122.070.1.obj00117,1,1,1,3,4,2,2,1,1,1,1,0,0,0,1,1,5,1,1,4,3,3,3,2,3,99,0,0,Large long curved bladed cone
P122.070.1.,61.53,obj00118,P122.070.1.obj00118,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00119,P122.070.1.obj00119,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00120,P122.070.1.obj00120,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00121,P122.070.1.obj00121,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00122,P122.070.1.obj00122,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00123,P122.070.1.obj00123,1,1,1,1,1,3,2,1,1,1,1,0,0,0,2,1,1,1,1,4,2,1,2,2,2,99,0,0,Bladed cone straight no flare
P122.070.1.,61.53,obj00124,P122.070.1.obj00124,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00125,P122.070.1.obj00125,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00126,P122.070.1.obj00126,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00127,P122.070.1.obj00127,1,3,2,1,2,3,2,1,1,1,1,0,0,0,2,1,1,1,1,4,3,3,3,2,3,99,0,0,"Cloudy, extended triangle"
P122.070.1.,61.53,obj00128,P122.070.1.obj00128,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P122.070.1.,61.53,obj00129,P122.070.1.obj00129,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00001,P123.071.1.obj00001,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00002,P123.071.1.obj00002,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00003,P123.071.1.obj00003,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00004,P123.071.1.obj00004,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00005,P123.071.1.obj00005,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00006,P123.071.1.obj00006,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00007,P123.071.1.obj00007,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,99,0,0,Cone Elongated (no acrodin tip)
P123.071.1.,61.98,obj00008,P123.071.1.obj00008,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00009,P123.071.1.obj00009,1,1,2,1,2,3,2,1,3,2,5,0,0,0,1,1,1,1,1,4,4,3,3,2,3,99,0,0,"Flared blades, dome root"
P123.071.1.,61.98,obj00010,P123.071.1.obj00010,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,2,2,2,1,2,1,1,2,1,2,99,0,0,"Acrodin Tip, 1/4 length concave root"
P123.071.1.,61.98,obj00011,P123.071.1.obj00011,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,2,3,3,3,5,99,0,0,"Clear, 1/2 convex root"
P123.071.1.,61.98,obj00012,P123.071.1.obj00012,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00013,P123.071.1.obj00013,1,1,2,1,1,3,2,1,3,2,1,0,0,0,1,1,1,1,1,4,3,1,2,2,3,99,0,0,"Cloudy, curve bladed"
P123.071.1.,61.98,obj00014,P123.071.1.obj00014,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00015,P123.071.1.obj00015,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,1,1,1,2,1,3,3,2,3,99,0,0,Cone Elongated (with acrodin tip)
P123.071.1.,61.98,obj00016,P123.071.1.obj00016,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00017,P123.071.1.obj00017,1,1,4,1,3,3,2,1,3,2,1,0,0,0,3,1,5,1,1,4,3,3,3,2,3,99,0,0,"Flared base, cusps"
P123.071.1.,61.98,obj00018,P123.071.1.obj00018,1,1,2,1,1,3,2,1,1,2,1,0,0,0,1,1,1,1,1,3,2,1,3,2,3,99,0,0,"Clear, pointed tip, 1/2 dome root"
P123.071.1.,61.98,obj00019,P123.071.1.obj00019,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00020,P123.071.1.obj00020,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00021,P123.071.1.obj00021,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00022,P123.071.1.obj00022,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00023,P123.071.1.obj00023,1,1,1,1,1,3,2,1,1,1,1,0,0,0,2,1,1,1,1,4,2,1,2,2,2,99,0,0,Bladed cone straight no flare
P123.071.1.,61.98,obj00024,P123.071.1.obj00024,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00025,P123.071.1.obj00025,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00026,P123.071.1.obj00026,1,1,2,1,2,3,2,1,3,2,5,0,0,0,1,1,1,1,1,4,4,3,3,2,3,99,0,0,"Flared blades, dome root"
P123.071.1.,61.98,obj00027,P123.071.1.obj00027,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00028,P123.071.1.obj00028,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00029,P123.071.1.obj00029,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00030,P123.071.1.obj00030,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00031,P123.071.1.obj00031,1,1,2,1,1,3,2,1,3,2,1,0,0,0,1,1,5,1,1,4,3,1,3,2,3,99,0,0,"Pointy, flare bottom, tall"
P123.071.1.,61.98,obj00032,P123.071.1.obj00032,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00033,P123.071.1.obj00033,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00034,P123.071.1.obj00034,1,3,2,1,2,3,2,1,3,2,5,0,0,0,1,1,1,1,1,4,4,3,3,2,3,99,0,0,"Flared blades, dome root"
P123.071.1.,61.98,obj00035,P123.071.1.obj00035,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00036,P123.071.1.obj00036,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00037,P123.071.1.obj00037,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,4,1,1,3,2,3,99,0,0,Large long cone
P123.071.1.,61.98,obj00038,P123.071.1.obj00038,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00039,P123.071.1.obj00039,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00040,P123.071.1.obj00040,1,1,2,1,1,3,2,1,3,2,1,0,0,0,1,1,1,1,1,4,3,1,2,2,3,99,0,0,"Cloudy, curve bladed"
P123.071.1.,61.98,obj00041,P123.071.1.obj00041,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00042,P123.071.1.obj00042,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,4,2,2,2,1,99,0,0,"Cloudy, Triangle, full root"
P123.071.1.,61.98,obj00043,P123.071.1.obj00043,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00044,P123.071.1.obj00044,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00045,P123.071.1.obj00045,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00046,P123.071.1.obj00046,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00047,P123.071.1.obj00047,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00048,P123.071.1.obj00048,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,4,1,1,1,2,1,3,3,2,3,99,0,0,"Acrodin Tip, Cone, small dome root"
P123.071.1.,61.98,obj00049,P123.071.1.obj00049,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00050,P123.071.1.obj00050,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00051,P123.071.1.obj00051,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00052,P123.071.1.obj00052,1,1,2,2,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,2,2,2,2,2,99,0,0,"Clear, curved, 1/2 root"
P123.071.1.,61.98,obj00053,P123.071.1.obj00053,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00054,P123.071.1.obj00054,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00055,P123.071.1.obj00055,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00056,P123.071.1.obj00056,1,1,2,1,3,3,2,1,1,2,1,0,0,0,3,1,1,1,1,4,4,3,3,2,3,99,0,0,"Clear, convex tooth, dome root"
P123.071.1.,61.98,obj00057,P123.071.1.obj00057,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00058,P123.071.1.obj00058,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00059,P123.071.1.obj00059,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00060,P123.071.1.obj00060,1,1,2,1,3,3,2,1,1,2,1,0,0,0,1,1,5,1,1,4,3,3,3,2,3,99,0,0,"Pointy, flare, convex"
P123.071.1.,61.98,obj00061,P123.071.1.obj00061,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00062,P123.071.1.obj00062,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00063,P123.071.1.obj00063,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00064,P123.071.1.obj00064,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00065,P123.071.1.obj00065,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00066,P123.071.1.obj00066,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00067,P123.071.1.obj00067,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00068,P123.071.1.obj00068,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00069,P123.071.1.obj00069,1,4,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00070,P123.071.1.obj00070,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00071,P123.071.1.obj00071,2,2,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00072,P123.071.1.obj00072,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00073,P123.071.1.obj00073,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00074,P123.071.1.obj00074,1,5,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00075,P123.071.1.obj00075,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00076,P123.071.1.obj00076,4,,,,,,,,,,,0,,,,,,,,,,,,,,99,0,0,
P123.071.1.,61.98,obj00077,P123.071.1.obj00077,1,1,1,3,4,2,2,1,1,1,1,0,0,0,1,1,5,1,1,4,3,3,3,2,3,99,0,0,Large long curved bladed cone
