Sample,AgeID,N1of1,ID,A,B,C,E,F,G,H1,H2,H3,H4,H5,K1,K2,K3,L,M,N1,N2,O,P,Q,R1,R2,R3,R4,AR,LEN,WID,Morphotype_name
P078.026.4.,50.49,obj00180,P078.026.4.obj00180,1,2,2,1,2,3,2,1,3,2,5,0,0,0,1,1,1,1,1,4,4,3,3,2,3,1.564996973,627.1589607,400.7413251,"Flared blades, dome root"
P078.026.4.,50.49,obj00181,P078.026.4.obj00181,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.230234694,530.0292479,164.0838199,
P078.026.4.,50.49,obj00182,P078.026.4.obj00182,1,1,2,2,3,3,2,1,1,2,1,0,0,0,2,1,1,2,1,2,3,5,3,2,3,1.648027786,402.4929443,244.2270377,"Curved, flat, 1/2-3/4 root, convex sides"
P078.026.4.,50.49,obj00183,P078.026.4.obj00183,1,4,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P078.026.4.,50.49,obj00184,P078.026.4.obj00184,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P078.026.4.,50.49,obj00185,P078.026.4.obj00185,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.259971934,136.0342209,107.9660723,
P078.026.4.,50.49,obj00186,P078.026.4.obj00186,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,2,1,4,3,1,2,2,1,2.877270102,474.9702266,165.0766907,"Acrodin Tip, no obvious root"
P078.026.4.,50.49,obj00187,P078.026.4.obj00187,1,1,2,2,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,1,3,2,4,2.599716628,443.0982141,170.4409662,"Clear, flat, curved, full root"
P078.026.4.,50.49,obj00188,P078.026.4.obj00188,1,1,2,1,6,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,3,5,3,2,4,3.7,0,0,"Clear, long S-shape root"
P078.026.4.,50.49,obj00189,P078.026.4.obj00189,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.587616478,1526.405995,589.8888061,
P078.026.4.,50.49,obj00190,P078.026.4.obj00190,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.54476528,146.390651,94.76562741,
P085.033.1.,52.35,obj00001,P085.033.1.obj00001,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.906933413,386.0113436,132.7898816,
P085.033.1.,52.35,obj00002,P085.033.1.obj00002,1,2,2,2,3,3,2,1,1,2,1,0,0,0,2,1,1,2,1,2,3,5,3,2,3,1.493272676,268.4631614,179.781741,"Curved, flat, 1/2-3/4 root, convex sides"
P085.033.1.,52.35,obj00003,P085.033.1.obj00003,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.544983249,303.2965233,196.3105577,
P085.033.1.,52.35,obj00004,P085.033.1.obj00004,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,4,2,2,5,1.654284802,517.6239329,312.898923,"Acrodin Tip, extended long root"
P085.033.1.,52.35,obj00005,P085.033.1.obj00005,1,4,,,,,,,,,,0,,,,,,,,,,,,,,5.964766571,483.0483427,80.98361218,
P085.033.1.,52.35,obj00006,P085.033.1.obj00006,1,4,,,,,,,,,,0,,,,,,,,,,,,,,4.356292375,504.7019014,115.8558375,
P085.033.1.,52.35,obj00007,P085.033.1.obj00007,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.545690584,881.8871687,248.720848,
P085.033.1.,52.35,obj00008,P085.033.1.obj00008,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,1.309802678,183.502155,140.0990837,Cone Elongated (no acrodin tip)
P085.033.1.,52.35,obj00009,P085.033.1.obj00009,1,2,2,1,1,3,2,1,3,2,5,0,0,0,2,2,1,1,1,3,2,1,2,2,1,1.560080764,269.2635575,172.595909,"Acrodin Tip, 1/2 length straight root, flare blades"
P085.033.1.,52.35,obj00010,P085.033.1.obj00010,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00011,P085.033.1.obj00011,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.726934487,307.4610559,178.0386334,
P085.033.1.,52.35,obj00012,P085.033.1.obj00012,1,1,1,2,4,1,1,0,0,0,0,0,0,0,2,2,1,1,1,3,2,1,2,2,2,2.029782092,406.8662843,200.4482579,Cone small curved
P085.033.1.,52.35,obj00013,P085.033.1.obj00013,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.9913136,750.5176628,250.899024,
P085.033.1.,52.35,obj00014,P085.033.1.obj00014,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.186556628,453.1060181,381.8663242,
P085.033.1.,52.35,obj00015,P085.033.1.obj00015,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,3,2,3,2,2.890881245,503.8070251,174.2745489,"Acrodin Tip, 3/4 length convex root"
P085.033.1.,52.35,obj00016,P085.033.1.obj00016,1,1,2,3,1,3,2,1,1,1,1,0,0,0,3,2,1,1,1,3,3,1,2,2,2,1.163053284,353.8526837,304.2446023,"Acrodin Tip, convex tooth, straight 3/4 root"
P085.033.1.,52.35,obj00017,P085.033.1.obj00017,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,4,2,2,2,4,2.397226235,638.8880313,266.511363,"Cloudy, Triangle, extended root"
P085.033.1.,52.35,obj00018,P085.033.1.obj00018,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.668649361,592.4788134,222.014485,
P085.033.1.,52.35,obj00019,P085.033.1.obj00019,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.419565184,1320.191791,545.6318349,
P085.033.1.,52.35,obj00020,P085.033.1.obj00020,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.992588018,292.2288533,146.6579396,
P085.033.1.,52.35,obj00021,P085.033.1.obj00021,1,3,2,1,1,3,2,1,3,2,5,0,0,0,2,1,1,1,1,3,3,2,1,1,1,3,0,0,"Clear, flared blades, concave root"
P085.033.1.,52.35,obj00022,P085.033.1.obj00022,1,3,2,3,4,3,2,2,5,4,1,1,3,2,1,1,4,1,1,4,3,1,2,2,4,3.630370377,630.1289142,173.5715227,"Curved, Flange (large)"
P085.033.1.,52.35,obj00023,P085.033.1.obj00023,1,1,1,1,1,3,2,1,2,2,3,0,0,0,2,2,1,1,1,3,1,3,3,3,3,2.65660958,208.2631781,78.39434882,Blades on top (cone)
P085.033.1.,52.35,obj00024,P085.033.1.obj00024,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.081903942,295.4482947,141.9125488,
P085.033.1.,52.35,obj00025,P085.033.1.obj00025,1,1,2,1,1,3,2,1,3,2,4,0,0,0,2,1,1,1,1,3,2,2,2,1,1,2.14351312,356.4222228,166.2794687,"Acrodin Tip, 1/2 length Concave root, flared blades"
P085.033.1.,52.35,obj00026,P085.033.1.obj00026,1,1,1,3,4,1,1,0,0,0,0,0,0,0,2,3,1,1,1,3,2,1,2,2,2,2.347724077,385.0874961,164.0258751,Cone small curved acrodin tip
P085.033.1.,52.35,obj00027,P085.033.1.obj00027,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,2,3,3,1,6,2.574177632,343.5339753,133.4538732,"Clear, vase-root"
P085.033.1.,52.35,obj00028,P085.033.1.obj00028,1,4,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00029,P085.033.1.obj00029,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,4,3,1,3,2,3,3.494390415,723.5668314,207.0652519,"Acrodin Tip, Dome Root"
P085.033.1.,52.35,obj00030,P085.033.1.obj00030,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.913234169,350.6618801,183.2822588,
P085.033.1.,52.35,obj00031,P085.033.1.obj00031,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,4,2,2,2,1,2.5,0,0,"Cloudy, Triangle, full root"
P085.033.1.,52.35,obj00032,P085.033.1.obj00032,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00033,P085.033.1.obj00033,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.900384337,420.9283234,221.496418,
P085.033.1.,52.35,obj00034,P085.033.1.obj00034,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.300526586,724.8491963,219.6162271,
P085.033.1.,52.35,obj00035,P085.033.1.obj00035,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,3,2,3,2,1.56940332,468.2746724,298.3775213,"Acrodin Tip, 3/4 length convex root"
P085.033.1.,52.35,obj00036,P085.033.1.obj00036,1,2,2,3,4,3,2,2,5,4,1,1,1,2,1,1,4,4,1,4,3,1,1,2,5,3,0,0,"Curved, Flange (small)"
P085.033.1.,52.35,obj00037,P085.033.1.obj00037,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.603830697,317.4410295,121.9130836,
P085.033.1.,52.35,obj00038,P085.033.1.obj00038,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,4,3,1,3,2,3,2.218252262,502.0429173,226.3236359,"Acrodin Tip, Dome Root"
P085.033.1.,52.35,obj00039,P085.033.1.obj00039,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.488185631,421.6736313,169.4703265,
P085.033.1.,52.35,obj00040,P085.033.1.obj00040,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.051664279,325.9458216,158.868985,
P085.033.1.,52.35,obj00041,P085.033.1.obj00041,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00042,P085.033.1.obj00042,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.07370151,412.7996752,134.3005083,
P085.033.1.,52.35,obj00043,P085.033.1.obj00043,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.624066531,382.6571992,145.8260279,
P085.033.1.,52.35,obj00044,P085.033.1.obj00044,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.912747397,813.337897,207.8687466,
P085.033.1.,52.35,obj00045,P085.033.1.obj00045,1,3,2,3,4,3,2,2,5,4,1,1,1,2,1,1,4,4,1,4,3,1,1,2,5,2.688178947,433.3088279,161.19047,"Curved, Flange (small)"
P085.033.1.,52.35,obj00046,P085.033.1.obj00046,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00047,P085.033.1.obj00047,1,1,2,3,1,3,2,1,1,1,1,0,0,0,3,2,1,1,1,4,2,1,2,2,1,1.45570725,376.1372372,258.3879673,"Acrodin Tip, convex tooth, straight 1/2 root"
P085.033.1.,52.35,obj00048,P085.033.1.obj00048,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.475027366,283.9631276,81.71536444,
P085.033.1.,52.35,obj00049,P085.033.1.obj00049,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00050,P085.033.1.obj00050,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.313542398,573.7270652,436.7784899,
P085.033.1.,52.35,obj00051,P085.033.1.obj00051,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.123844578,239.1154399,212.7655768,
P085.033.1.,52.35,obj00052,P085.033.1.obj00052,1,3,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,1.693235081,136.0225074,80.33291352,Cone Elongated (no acrodin tip)
P085.033.1.,52.35,obj00053,P085.033.1.obj00053,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.164427006,464.5033663,146.7890918,
P085.033.1.,52.35,obj00054,P085.033.1.obj00054,1,4,,,,,,,,,,0,,,,,,,,,,,,,,5.294772066,843.8882506,159.3814125,
P085.033.1.,52.35,obj00055,P085.033.1.obj00055,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.000827032,361.4921452,361.1934267,
P085.033.1.,52.35,obj00056,P085.033.1.obj00056,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.332113065,801.7592601,343.7909046,
P085.033.1.,52.35,obj00057,P085.033.1.obj00057,1,1,2,3,4,3,2,1,1,2,1,0,0,0,2,1,2,1,1,4,3,2,2,1,4,1.104523595,362.5428314,328.2345737,"Clear, curved, concave root"
P085.033.1.,52.35,obj00058,P085.033.1.obj00058,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.735966079,332.0974334,121.3821458,
P085.033.1.,52.35,obj00059,P085.033.1.obj00059,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,2,1,1,1,2,2,2,1,1,2,2.361235434,391.1575609,165.658009,"Acrodin Tip, 1/2 length Concave Root, no tips"
P085.033.1.,52.35,obj00060,P085.033.1.obj00060,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.776778866,652.321246,172.7189409,
P085.033.1.,52.35,obj00061,P085.033.1.obj00061,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.444564872,427.2792639,174.7874515,
P085.033.1.,52.35,obj00062,P085.033.1.obj00062,1,4,,,,,,,,,,0,,,,,,,,,,,,,,6.9621691,775.0731422,111.3263885,
P085.033.1.,52.35,obj00063,P085.033.1.obj00063,4,,,,,,,,,,,0,,,,,,,,,,,,,,4.416262725,768.5845252,174.0350548,
P085.033.1.,52.35,obj00064,P085.033.1.obj00064,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00065,P085.033.1.obj00065,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.170397895,251.6968426,215.0523711,
P085.033.1.,52.35,obj00066,P085.033.1.obj00066,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.949678439,452.9006896,153.5423942,
P085.033.1.,52.35,obj00067,P085.033.1.obj00067,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.497188986,237.0662981,158.3409311,
P085.033.1.,52.35,obj00068,P085.033.1.obj00068,1,2,2,3,4,3,2,2,5,4,1,1,1,2,1,1,4,4,1,4,3,1,1,2,5,4.360887272,853.5485845,195.7281928,"Curved, Flange (small)"
P085.033.1.,52.35,obj00069,P085.033.1.obj00069,2,2,,,,,,,,,,0,,,,,,,,,,,,,,2.550062954,317.5502927,124.5264522,
P085.033.1.,52.35,obj00070,P085.033.1.obj00070,1,3,2,1,1,3,2,1,1,1,1,0,0,0,2,1,1,1,1,2,3,5,2,2,2,2.467670028,410.9181918,166.5207209,"Clear, 3/4 thin root"
P085.033.1.,52.35,obj00071,P085.033.1.obj00071,1,1,2,3,4,3,2,1,4,4,1,0,0,0,2,1,4,4,1,4,3,4,1,3,5,1.360315725,220.9986934,162.4613238,"Curved, large concave root, asym bottom"
P085.033.1.,52.35,obj00072,P085.033.1.obj00072,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,2,1,4,3,1,2,2,1,2.410047187,435.161613,180.5614493,"Acrodin Tip, no obvious root"
P085.033.1.,52.35,obj00073,P085.033.1.obj00073,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.486401334,386.2783484,259.8748665,
P085.033.1.,52.35,obj00074,P085.033.1.obj00074,1,3,2,1,3,3,2,1,4,2,1,0,0,0,2,4,1,1,1,4,2,1,2,2,1,1.003901723,200.9971357,200.2159485,"Acrodin Tip, Thick Blades, Small root"
P085.033.1.,52.35,obj00075,P085.033.1.obj00075,1,3,2,3,4,3,2,2,5,4,1,1,3,2,1,1,4,1,1,4,3,1,2,2,4,3.5,0,0,"Curved, Flange (large)"
P085.033.1.,52.35,obj00076,P085.033.1.obj00076,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.538630269,595.3909096,386.9616514,
P085.033.1.,52.35,obj00077,P085.033.1.obj00077,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.604838484,279.1730388,173.9570939,
P085.033.1.,52.35,obj00078,P085.033.1.obj00078,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.41931675,343.5324637,242.040731,
P085.033.1.,52.35,obj00079,P085.033.1.obj00079,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,3,2,3,2,1.129991686,360.3048035,318.8561545,"Acrodin Tip, 3/4 length convex root"
P085.033.1.,52.35,obj00080,P085.033.1.obj00080,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00081,P085.033.1.obj00081,1,2,2,2,6,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,2,2,2,4,3.138111453,508.7511765,162.1201746,"Clear, right, concave extended root"
P085.033.1.,52.35,obj00082,P085.033.1.obj00082,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.036171866,275.4187849,265.8041527,
P085.033.1.,52.35,obj00083,P085.033.1.obj00083,1,3,2,1,1,3,2,1,3,2,5,0,0,0,2,1,1,1,1,3,3,2,1,1,1,3.12164238,457.0323877,146.4076701,"Clear, flared blades, concave root"
P085.033.1.,52.35,obj00084,P085.033.1.obj00084,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.37661581,340.5941196,143.3105503,
P085.033.1.,52.35,obj00085,P085.033.1.obj00085,1,4,,,,,,,,,,0,,,,,,,,,,,,,,5.158886208,423.1485883,82.02324519,
P085.033.1.,52.35,obj00086,P085.033.1.obj00086,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.894697562,131.3843734,69.34319023,
P085.033.1.,52.35,obj00087,P085.033.1.obj00087,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.23125998,225.0563201,182.7853775,
P085.033.1.,52.35,obj00088,P085.033.1.obj00088,1,4,,,,,,,,,,0,,,,,,,,,,,,,,5.401008088,809.0101341,149.7887285,
P085.033.1.,52.35,obj00089,P085.033.1.obj00089,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,2,1,3,2,1,2,2,2,2.322905203,502.8144268,216.4592968,"Acrodin Tip, 1/2 length straight root"
P085.033.1.,52.35,obj00090,P085.033.1.obj00090,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.547906558,757.7882628,489.5568526,
P085.033.1.,52.35,obj00091,P085.033.1.obj00091,1,3,2,2,1,3,2,1,1,2,1,0,0,0,2,1,2,2,1,3,3,2,1,1,2,1.3,0,0,"Clear, Flat, Curved, 3/4 concave root"
P085.033.1.,52.35,obj00092,P085.033.1.obj00092,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.161635837,521.7971276,241.389932,
P085.033.1.,52.35,obj00093,P085.033.1.obj00093,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,3,5,2,2,3,0,0,0,Cone long thin root
P085.033.1.,52.35,obj00094,P085.033.1.obj00094,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.432735768,416.229054,290.5134801,
P085.033.1.,52.35,obj00095,P085.033.1.obj00095,1,1,2,3,1,3,2,1,1,1,1,0,0,0,3,2,1,1,1,3,3,1,2,2,2,1.435284579,284.9564745,198.536568,"Acrodin Tip, convex tooth, straight 3/4 root"
P085.033.1.,52.35,obj00096,P085.033.1.obj00096,1,1,2,1,1,3,2,1,4,2,1,0,0,0,2,4,1,1,1,4,3,1,2,3,3,1.4,0,0,"Acrodin Tip, Thick Blades, Big root"
P085.033.1.,52.35,obj00097,P085.033.1.obj00097,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.839694223,529.4324903,287.7828737,
P085.033.1.,52.35,obj00098,P085.033.1.obj00098,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,2,1,4,3,1,2,2,1,2.407408954,891.4162015,370.2803382,"Acrodin Tip, no obvious root"
P085.033.1.,52.35,obj00099,P085.033.1.obj00099,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.757783631,482.5965173,128.4258394,
P085.033.1.,52.35,obj00100,P085.033.1.obj00100,1,1,2,1,1,3,2,1,1,1,1,0,0,0,2,2,1,1,1,3,3,2,1,2,4,1.885591756,368.8132303,195.595483,"Acrodin Tip, 3/4 length concave root"
P085.033.1.,52.35,obj00101,P085.033.1.obj00101,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.111205813,215.0325323,193.5127857,
P085.033.1.,52.35,obj00102,P085.033.1.obj00102,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.088991083,375.8573329,345.1427094,
P085.033.1.,52.35,obj00103,P085.033.1.obj00103,1,1,2,3,1,3,2,1,1,1,1,0,0,0,3,2,1,1,1,4,2,1,2,2,1,1.190205596,201.3485206,169.1712099,"Acrodin Tip, convex tooth, straight 1/2 root"
P085.033.1.,52.35,obj00104,P085.033.1.obj00104,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.953133239,506.972022,259.5685803,
P085.033.1.,52.35,obj00105,P085.033.1.obj00105,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.208426836,199.428576,165.0315683,
P085.033.1.,52.35,obj00106,P085.033.1.obj00106,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,7,2,1,3,1.878192051,310.2743296,165.1984042,"Acrodin Tip, 1/2 length convex root"
P085.033.1.,52.35,obj00107,P085.033.1.obj00107,1,1,2,2,4,3,2,1,1,2,1,0,0,0,2,2,1,1,1,4,4,1,2,2,1,3.414355126,820.9999572,240.4553501,"Acrodin Tip, curve, full root"
P085.033.1.,52.35,obj00108,P085.033.1.obj00108,1,3,2,1,1,3,2,1,3,2,5,0,0,0,2,1,1,1,1,3,3,2,1,1,1,2.127230009,330.7036357,155.4620959,"Clear, flared blades, concave root"
P085.033.1.,52.35,obj00109,P085.033.1.obj00109,1,3,2,3,4,3,2,1,1,2,1,0,0,0,2,1,2,1,1,4,3,2,2,1,4,1.1,0,0,"Clear, curved, concave root"
P085.033.1.,52.35,obj00110,P085.033.1.obj00110,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,2.026188667,281.4245092,138.8935363,Cone Elongated (no acrodin tip)
P085.033.1.,52.35,obj00111,P085.033.1.obj00111,1,1,2,1,1,3,2,1,3,2,5,0,0,0,2,2,1,3,1,2,2,2,1,1,4,2.099626289,473.062056,225.3077409,"Acrodin Tip, 1/2 length Concave Root"
P085.033.1.,52.35,obj00112,P085.033.1.obj00112,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.289070301,438.9171023,340.4912066,
P085.033.1.,52.35,obj00113,P085.033.1.obj00113,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.223558046,228.0130197,186.3524338,
P085.033.1.,52.35,obj00114,P085.033.1.obj00114,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.441769392,984.3760623,286.0087212,
P085.033.1.,52.35,obj00115,P085.033.1.obj00115,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.52417097,349.6378217,138.5159032,
P085.033.1.,52.35,obj00116,P085.033.1.obj00116,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,2,1,4,3,1,2,2,1,1.916161951,374.4433622,195.4132123,"Acrodin Tip, no obvious root"
P085.033.1.,52.35,obj00117,P085.033.1.obj00117,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.64600517,248.5790553,151.0196078,
P085.033.1.,52.35,obj00118,P085.033.1.obj00118,1,2,2,2,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,1,3,2,4,2.785661652,713.2582117,256.0462471,"Clear, flat, curved, full root"
P085.033.1.,52.35,obj00119,P085.033.1.obj00119,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.628290963,339.9556766,208.7806691,
P085.033.1.,52.35,obj00120,P085.033.1.obj00120,1,4,,,,,,,,,,0,,,,,,,,,,,,,,4.05387426,611.9495446,150.954249,
P085.033.1.,52.35,obj00121,P085.033.1.obj00121,1,3,2,1,1,3,2,1,3,2,5,0,0,0,2,2,1,3,1,2,2,2,1,1,4,2.403128679,406.2104927,169.0340165,"Acrodin Tip, 1/2 length Concave Root"
P085.033.1.,52.35,obj00122,P085.033.1.obj00122,1,1,2,1,1,3,2,1,3,2,4,0,0,0,2,1,1,1,1,3,2,2,2,1,1,2.073211137,230.9469723,111.3957803,"Acrodin Tip, 1/2 length Concave root, flared blades"
P085.033.1.,52.35,obj00123,P085.033.1.obj00123,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.362537469,212.2158986,155.7505048,
P085.033.1.,52.35,obj00124,P085.033.1.obj00124,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.301795454,336.9029187,258.7986596,
P085.033.1.,52.35,obj00125,P085.033.1.obj00125,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,4,1,1,3,2,3,3.473301134,581.0510827,167.2907301,Large long cone
P085.033.1.,52.35,obj00126,P085.033.1.obj00126,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.441211275,402.8800619,165.0328532,
P085.033.1.,52.35,obj00127,P085.033.1.obj00127,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,4,2,2,5,3.383309354,624.3997216,184.5529499,"Acrodin Tip, extended long root"
P085.033.1.,52.35,obj00128,P085.033.1.obj00128,1,2,2,1,6,3,2,2,1,4,1,1,4,2,2,1,1,1,1,4,3,2,2,2,2,2.505135024,431.1232835,172.095827,"Clear, right, concave root, flange"
P085.033.1.,52.35,obj00129,P085.033.1.obj00129,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.146443194,357.9267118,312.2062336,
P085.033.1.,52.35,obj00130,P085.033.1.obj00130,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.744385995,251.7442309,144.316815,
P085.033.1.,52.35,obj00131,P085.033.1.obj00131,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.118760954,281.5173475,251.6331541,
P085.033.1.,52.35,obj00132,P085.033.1.obj00132,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.411523125,1104.079523,457.8349308,
P085.033.1.,52.35,obj00133,P085.033.1.obj00133,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.305658875,198.7154872,152.1955626,
P085.033.1.,52.35,obj00134,P085.033.1.obj00134,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,4,3,1,3,2,3,3.30619268,484.0883734,146.4186816,"Acrodin Tip, Dome Root"
P085.033.1.,52.35,obj00135,P085.033.1.obj00135,1,3,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,1.243462653,189.0566123,152.0404427,Cone Elongated (no acrodin tip)
P085.033.1.,52.35,obj00136,P085.033.1.obj00136,1,4,,,,,,,,,,0,,,,,,,,,,,,,,5.501417542,628.5872914,114.2591499,
P085.033.1.,52.35,obj00137,P085.033.1.obj00137,1,4,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00138,P085.033.1.obj00138,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.314805568,434.4557865,187.6856495,
P085.033.1.,52.35,obj00139,P085.033.1.obj00139,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.142123691,267.8863026,234.5510428,
P085.033.1.,52.35,obj00140,P085.033.1.obj00140,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.217337613,435.0358396,135.2160985,
P085.033.1.,52.35,obj00141,P085.033.1.obj00141,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.497691958,360.1229446,240.4519452,
P085.033.1.,52.35,obj00142,P085.033.1.obj00142,1,3,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,4,1,3,3,1,2,2,1,1.803031129,363.519141,201.6155658,"Acrodin Tip, 3/4 length straight root"
P085.033.1.,52.35,obj00143,P085.033.1.obj00143,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.273333279,341.8750419,268.4882642,
